sport,cutoff_type,jump_type,trial_num_in_block,overall_recording_number,cutoff_frequency,PID,propulsive_peakforce_rfd_slope_between_events,propulsive_peakforce_rfd_instantaneous_average_between_events,propulsive_peakforce_rfd_instantaneous_peak_between_events,total_net_vertical_impulse,peak_force,maximum_force,average_force_of_propulsive_phase,takeoff_velocity,jump_height_takeoff_velocity,jump_height_net_vertical_impulse,movement_time,propulsive_time,frame_start_of_propulsive_phase,frame_peak_force,frame_of_potential_unweighting_start
FHOC,literature_cutoff,SQT,10,21,50,P09,1766.9447103991477,1767.4534421749652,3212.5856405067025,151.85589233174704,1273.5169518841435,1273.5169518841435,955.2043875599659,2.421764085651573,0.29892667107807336,0.29892667107807386,0.441,0.441,3117,3837,-1
FHOC,literature_cutoff,SQT,1,2,50,P10,1940.6491662448204,1943.5960623447745,3867.30958427774,116.37195052298604,1087.6468317925237,1087.6468317925237,819.2417657655892,2.263764707726179,0.261194222831121,0.2611942228311208,0.376,0.376,1623,1917,1502
FHOC,literature_cutoff,SQT,2,4,50,P10,2062.6810476513933,2064.521905235019,4039.3974119283375,113.43724326589383,1094.0869703079268,1094.0869703079268,820.2397562528589,2.2020432773864216,0.24714549416323814,0.24714549416323836,0.365,0.365,1634,1912,-1
FHOC,literature_cutoff,SQT,3,5,50,P10,2077.755986087398,2079.202679581837,4476.267736113688,113.78028979112716,1123.9654510849514,1123.9654510849514,807.8178524752584,2.209187144314832,0.24875167373118873,0.2487516737311891,0.377,0.377,1622,1906,-1
FHOC,literature_cutoff,SQT,4,6,50,P10,1840.1012537072104,1840.783226010399,3998.8357884605066,112.50246217322065,1104.2719145723745,1104.2719145723745,790.2784933708563,2.1826832214743503,0.2428188606170055,0.24281886061700542,0.401,0.401,1598,1910,-1
FHOC,literature_cutoff,SQT,5,10,50,P10,2609.580316852079,2615.5054786056025,6817.006929692114,113.18280601174112,1123.4330643014096,1123.4330643014096,863.613778392992,2.1996172343419302,0.24660122210061375,0.24660122210061375,0.327,0.327,1672,1913,1548
FHOC,literature_cutoff,SQT,6,11,50,P10,2283.2475938515354,2285.6370757399127,4414.295017778117,113.10892492509974,1129.2568297155349,1129.2568297155349,827.9017411601453,2.201992997299484,0.24713420795901964,0.24713420795901972,0.352,0.352,1647,1913,-1
FHOC,literature_cutoff,SQT,7,12,50,P10,2094.1620511550886,2095.9586600474076,4099.372323008371,112.6750179689418,1109.1506269003255,1109.1506269003255,807.2435793587334,2.18968212902915,0.2443785844133349,0.24437858441333477,0.368,0.368,1631,1909,-1
FHOC,literature_cutoff,SQT,8,17,50,P10,2083.6471454934303,2086.3410341176004,3558.088520730147,112.36267400246103,1083.1898853110097,1083.1898853110097,814.8681813165789,2.1921698295480554,0.24493417745059887,0.24493417745059878,0.356,0.356,1643,1910,-1
FHOC,literature_cutoff,SQT,9,18,50,P10,1968.5487363875586,1971.4181451700824,3565.2328857578686,109.69702591561527,1074.7437131774693,1074.7437131774693,811.3996320907214,2.1303489652687113,0.23131430753422366,0.23131430753422388,0.372,0.372,1627,1908,1466
FHOC,literature_cutoff,SQT,10,21,50,P10,1859.6811953094102,1861.1406731230666,4475.0925544818165,109.38436744399213,1098.5661854711323,1098.5661854711323,792.9125640973972,2.11628020543366,0.22826921039298337,0.22826921039298348,0.396,0.396,1603,1915,-1
FHOC,literature_cutoff,SQT,1,3,50,P11,2956.537337072143,2958.773151171298,5908.682444692764,144.50852855527754,1442.3310811032036,1442.3310811032036,1055.9686065018386,2.197998676323015,0.2462384394045732,0.24623843940457366,0.351,0.351,1648,1914,-1
FHOC,literature_cutoff,SQT,2,4,50,P11,2736.079098962405,2737.718394661117,5861.346007093263,135.901771645718,1392.9898626181587,1392.9898626181587,1034.5829396837848,2.0616640858629074,0.21663908271849833,0.2166390827184984,0.356,0.356,1643,1911,-1
FHOC,literature_cutoff,SQT,3,8,50,P11,2610.4001711005344,2614.6111037287346,6097.002548017073,138.59905202458498,1369.7743824557062,1369.7743824557062,1045.2266782854706,2.10603281872727,0.226063926277081,0.22606392627708108,0.361,0.361,1638,1906,1488
FHOC,literature_cutoff,SQT,4,9,50,P11,2751.9142374808453,2754.2629707789765,4934.901587735396,136.5778891345824,1434.4361060952276,1434.4361060952276,1024.962724818111,2.076158001219715,0.21969582293723963,0.21969582293723972,0.361,0.361,1638,1908,-1
FHOC,literature_cutoff,SQT,5,12,50,P11,2567.724359088623,2579.9147437118195,7508.953949879331,147.0513565395913,1355.9315308193475,1355.9315308193475,1086.5339939389805,2.249751242221253,0.25797047155331654,0.2579704715533165,0.341,0.341,1658,1903,-1
FHOC,literature_cutoff,SQT,6,14,50,P11,2533.7928867309256,2538.187484838125,5274.573736151913,115.8755829473606,1298.7607372370435,1298.7607372370435,988.8047878178368,1.7577027302780144,0.15746783323276178,0.1574678332327619,0.345,0.345,1654,1898,-1
FHOC,literature_cutoff,SQT,7,15,50,P11,2461.1472719859166,2463.6396233158307,3711.655042728409,123.16810363120815,1374.9828338687664,1374.9828338687664,967.6302493573029,1.8678502338958125,0.17782183976884003,0.17782183976883997,0.388,0.388,1611,1897,-1
FHOC,literature_cutoff,SQT,8,17,50,P11,2541.06807812225,2548.349973871114,4629.289418725297,127.70278770514732,1353.7599413046946,1353.7599413046946,1018.9402060034776,1.938782707254632,0.19158401559376145,0.19158401559376145,0.345,0.345,1654,1904,-1
FHOC,literature_cutoff,SQT,9,18,50,P11,1952.7489025040052,1954.258007094803,3073.0325257255463,123.81176490544445,1326.7477663038708,1326.7477663038708,933.8038317682002,1.8797295743679623,0.18009089055828545,0.18009089055828523,0.441,0.441,1558,1892,-1
FHOC,literature_cutoff,SQT,10,19,50,P11,2231.792933762487,2238.037797252262,4457.002385224565,137.4480523730533,1327.2524814392102,1327.2524814392102,1031.23396612856,2.0886730040950066,0.22235244230556878,0.2223524423055687,0.368,0.368,1631,1911,-1
FHOC,literature_cutoff,SQT,1,5,50,P12,2581.3457059214215,2586.452217367485,4472.266168357222,144.2072947131126,1423.651580927181,1423.651580927181,1029.9217187605052,2.148985943608377,0.2353792347515997,0.23537923475160008,0.399,0.399,1600,1883,1465
FHOC,literature_cutoff,SQT,3,7,50,P12,2286.490222828124,2289.5042808897647,4186.3805137337185,144.55002449517553,1398.283629884201,1398.283629884201,1024.858259865401,2.1577557259310582,0.2373042697649474,0.2373042697649469,0.412,0.412,1587,1890,1394
FHOC,literature_cutoff,SQT,4,12,50,P12,2313.5975097479977,2317.589160111086,4517.296495496645,133.90706640359068,1388.6417243655897,1388.6417243655897,1011.8047902415724,1.9947627112286834,0.20280725148360895,0.20280725148360867,0.409,0.409,1590,1890,1377
FHOC,literature_cutoff,SQT,5,13,50,P12,2757.4734880989345,2758.536990039532,4600.919896334875,131.22634897735773,1431.2984826153877,1431.2984826153877,1006.4833487792066,1.9540091549696,0.19460508550993935,0.19460508550993943,0.373,0.373,1626,1882,-1
FHOC,literature_cutoff,SQT,6,15,50,P12,2604.3837270244944,2608.394230775594,4292.031839831092,138.0988157145328,1407.6224737563912,1407.6224737563912,1032.2231538824483,2.058115633133129,0.21589398365682874,0.21589398365682883,0.389,0.389,1610,1886,1414
FHOC,literature_cutoff,SQT,7,17,50,P12,2513.5347814415495,2514.3378870958927,5882.3533380348235,133.24938123237624,1467.4471150070262,1467.4471150070262,957.507743865349,1.9918249340710394,0.20221032456611113,0.20221032456611063,0.431,0.431,1568,1878,-1
FHOC,literature_cutoff,SQT,8,18,50,P12,2390.0328398941524,2391.128277090904,4727.308708815603,134.93544600040582,1415.7665466448354,1415.7665466448354,983.022654149518,2.008514947321896,0.20561326674900499,0.20561326674900463,0.421,0.421,1578,1884,-1
FHOC,literature_cutoff,SQT,9,19,50,P12,2403.279769820422,2406.8496425873195,4101.317931864527,126.66782928058757,1384.5948450365593,1384.5948450365593,996.8647378784752,1.8817723372712487,0.18048252443013751,0.18048252443013757,0.384,0.384,1615,1882,-1
FHOC,literature_cutoff,SQT,10,20,50,P12,2329.958201766669,2332.660979125807,5429.514160189312,130.89677121191704,1417.7935333621042,1417.7935333621042,978.8584819078822,1.9479124826666643,0.19339261162735003,0.1933926116273501,0.424,0.424,1575,1887,-1
FHOC,literature_cutoff,SQT,1,3,50,P13,2886.8589134522585,2890.1318568839633,5087.741510650318,121.64050997029274,1324.017704773392,1324.017704773392,992.059699005759,1.9797992748020437,0.19977600247230876,0.1997760024723088,0.322,0.322,1677,1910,-1
FHOC,literature_cutoff,SQT,2,4,50,P13,2551.061848345346,2558.926020821714,4367.730176527111,115.41840460226128,1257.3106909891626,1257.3106909891626,992.4340807735399,1.8770550090585387,0.1795787720199669,0.17957877201996683,0.319,0.319,1680,1900,-1
FHOC,literature_cutoff,SQT,3,5,50,P13,3389.274955635977,3395.6577637365317,6358.34048719774,128.90075202827813,1377.7439822581232,1377.7439822581232,1044.2500239818885,2.1115428875094326,0.22724838765502917,0.22724838765502925,0.306,0.306,1693,1910,1486
FHOC,literature_cutoff,SQT,4,7,50,P13,3795.245141185075,3800.9846918580697,7683.629177363124,128.64687357604885,1393.036854981594,1393.036854981594,1046.5735752614678,2.108091375299228,0.226506077808919,0.22650607780891918,0.297,0.297,1702,1905,1494
FHOC,literature_cutoff,SQT,5,8,50,P13,3695.099487047779,3701.075479391618,7569.767266439565,128.8248875194669,1365.0496472874731,1365.0496472874731,1040.365764602708,2.1076165062227603,0.22640404369534323,0.2264040436953438,0.3,0.3,1699,1900,1532
FHOC,literature_cutoff,SQT,6,10,50,P13,2375.079780354503,2385.3176403373577,6524.926829732722,133.54661466749124,1246.8131461436933,1246.8131461436933,999.4039645165781,2.1937121843520333,0.2452789575828017,0.2452789575828016,0.346,0.346,1653,1906,1472
FHOC,literature_cutoff,SQT,7,13,50,P13,1681.172095572682,1685.0224522556646,3555.5101321120746,130.21048329185433,1177.609384747354,1177.609384747354,921.0007549904037,2.141528815463175,0.23374850496733476,0.2337485049673351,0.406,0.406,1593,1912,1450
FHOC,literature_cutoff,SQT,8,15,50,P13,2166.5889682597763,2171.2629725109327,3692.9634364896338,126.11468591171409,1213.6219113629897,1213.6219113629897,950.3548318540063,2.068709031412926,0.21812217414115226,0.21812217414115226,0.348,0.348,1651,1908,-1
FHOC,literature_cutoff,SQT,9,18,50,P13,2015.056268188493,2018.490010029847,4926.752760641277,130.3931466373409,1199.8282205564985,1199.8282205564985,943.9744580564957,2.1342133188997465,0.2321542553806866,0.23215425538068687,0.384,0.384,1615,1904,1490
FHOC,literature_cutoff,SQT,10,22,50,P13,2033.2543314923153,2038.050302381918,3696.1316596243414,119.1778010620838,1196.033346700777,1196.033346700777,930.6074388143426,1.947255819655538,0.1932622439950235,0.1932622439950231,0.361,0.361,1638,1907,-1
FHOC,literature_cutoff,SQT,1,2,50,P14,1734.6872162531909,1736.340619470953,3662.7751239626086,128.19820400996,1177.7896353897913,1177.7896353897913,906.5067673176145,2.118244162368955,0.2286930851891007,0.2286930851891005,0.417,0.417,1582,1904,-1
FHOC,literature_cutoff,SQT,2,3,50,P14,1789.162185427735,1790.2820692137855,3359.912499876984,130.97417110579215,1180.357033433226,1180.357033433226,917.5542401058981,2.1694281751456934,0.23987862421590078,0.2398786242159007,0.401,0.401,1598,1912,-1
FHOC,literature_cutoff,SQT,3,6,50,P14,1504.818388943782,1505.4685582910408,2555.65181595576,127.84731911670124,1168.0618182471494,1168.0618182471494,870.1207531406045,2.1171213702206106,0.22845070826935757,0.22845070826935748,0.457,0.457,1542,1904,-1
FHOC,literature_cutoff,SQT,4,8,50,P14,1606.129826112367,1607.0433863032579,2572.695189986669,126.92874017891324,1167.9098776624282,1167.9098776624282,885.4092458833818,2.0998999407198564,0.22474922329435554,0.22474922329435595,0.436,0.436,1563,1907,-1
FHOC,literature_cutoff,SQT,5,9,50,P14,1627.5870317266522,1628.6477047346532,2296.740717593697,127.31512878278335,1180.4213355089732,1180.4213355089732,883.3419046283434,2.1081499015917085,0.2265186548206488,0.2265186548206496,0.437,0.437,1562,1906,-1
FHOC,literature_cutoff,SQT,6,10,50,P14,1562.9495886277189,1563.5644689809367,2860.2368759270175,125.44513409308927,1154.6834188999558,1154.6834188999558,879.1677597916598,2.0772317905358837,0.21992313514846654,0.2199231351484669,0.44,0.44,1559,1905,-1
FHOC,literature_cutoff,SQT,7,12,50,P14,1507.2639867785128,1508.5327429958236,3022.743448607798,123.34984389462501,1139.1402827700829,1139.1402827700829,875.2876187919941,2.043678583559536,0.2128757468348579,0.21287574683485871,0.437,0.437,1562,1908,-1
FHOC,literature_cutoff,SQT,8,17,50,P14,1514.1599174542232,1515.5076603837388,2711.28108682076,121.5860933175983,1130.706670943613,1130.706670943613,870.8378898350126,2.0151640793886845,0.2069768739479329,0.2069768739479329,0.434,0.434,1565,1905,-1
FHOC,literature_cutoff,SQT,9,19,50,P14,1268.652496973955,1269.9473872886606,2873.3973279311904,118.27271186150753,1078.2052421604405,1078.2052421604405,853.3016694874881,1.956229201321679,0.195047537619962,0.19504753761996205,0.455,0.455,1544,1908,-1
FHOC,literature_cutoff,SQT,10,23,50,P14,1316.2837590680997,1317.145840136745,2323.5652393279015,122.15180968029713,1119.9813904531177,1119.9813904531177,852.0460865274629,2.023491505863288,0.2086910231549886,0.20869102315498883,0.466,0.466,1533,1914,-1
FHOC,literature_cutoff,SQT,1,3,50,P15,1815.5380818512751,1821.3266378459202,6189.1100156314205,103.05343054909142,999.5252941348764,999.5252941348764,836.0622238554266,1.9751051076910555,0.19882977504726276,0.19882977504726287,0.345,0.345,1654,1921,1457
FHOC,literature_cutoff,SQT,2,4,50,P15,1876.4762702744674,1882.4705080109727,5440.5670674552675,105.76973272869488,1016.3840478508655,1016.3840478508655,828.9368198810355,2.0363427947737485,0.2113502537118736,0.2113502537118736,0.345,0.345,1654,1917,1487
FHOC,literature_cutoff,SQT,3,7,50,P15,1808.884563425935,1814.4138655298734,5039.670584594656,105.00930762342718,1030.2991679023569,1030.2991679023569,830.3692099313884,2.013185376303617,0.20657060954957882,0.20657060954957882,0.357,0.357,1642,1923,1478
FHOC,literature_cutoff,SQT,4,10,50,P15,2488.8670703335606,2496.681766946707,7537.975259395782,100.98654753977921,1051.657668689798,1051.657668689798,863.1397018739582,1.932697690578644,0.1903833008750267,0.1903833008750266,0.313,0.313,1686,1906,1524
FHOC,literature_cutoff,SQT,5,11,50,P15,2184.7114464044307,2190.9247281029643,5100.8346147002885,103.12048561226969,1079.7324358092199,1079.7324358092199,835.3373265109394,1.976994696051859,0.19921039899170143,0.19921039899170156,0.337,0.337,1662,1914,1515
FHOC,literature_cutoff,SQT,6,12,50,P15,2431.6730709651833,2435.874958473779,5043.439805170812,96.57232061292781,1078.0464223011195,1078.0464223011195,830.845569949066,1.8498067590484888,0.17440290753422394,0.17440290753422366,0.314,0.314,1685,1911,-1
FHOC,literature_cutoff,SQT,7,13,50,P15,2100.268142279492,2104.1345758482917,4450.727967980783,99.95037206610542,1041.3217535365784,1041.3217535365784,824.4702265767629,1.9154853747907894,0.18700735071546434,0.1870073507154646,0.33,0.33,1669,1912,-1
FHOC,literature_cutoff,SQT,8,16,50,P15,2101.975018728543,2105.3166103809535,3661.9319417488878,104.74371977373671,1092.9474767276263,1092.9474767276263,816.3709303294324,2.012317283589463,0.20639249999148188,0.2063924999914818,0.355,0.355,1644,1914,1476
FHOC,literature_cutoff,SQT,9,18,50,P15,2459.718160539893,2463.115202451602,4637.463009859843,100.99500195103045,1089.2898798946615,1089.2898798946615,836.1369065765648,1.9377356278024782,0.19137713370311232,0.19137713370311274,0.311,0.311,1688,1911,-1
FHOC,literature_cutoff,SQT,10,20,50,P15,2499.92937606198,2503.474562188116,5103.929002275865,104.59192611612649,1093.2569803546082,1093.2569803546082,842.6768677780714,2.0091987279039962,0.2057532888996451,0.20575328889964498,0.319,0.319,1680,1909,1488
FHOC,literature_cutoff,SQT,1,3,50,P16,5435.656901787087,5446.352995363176,10844.656474610907,129.0071077270944,1518.2049944707965,1518.2049944707965,1161.7011612709673,1.9452166185475894,0.19285768058479702,0.19285768058479744,0.269,0.269,1730,1880,-1
FHOC,literature_cutoff,SQT,2,6,50,P16,5344.82973469756,5351.772779682946,10579.890445492114,138.3550698913023,1497.7050551670984,1497.7050551670984,1122.5318840244895,2.1016903402572917,0.22513263436956218,0.22513263436956238,0.292,0.292,1707,1862,-1
FHOC,literature_cutoff,SQT,3,7,50,P16,8272.176594366318,8288.657602957477,16038.07716198254,129.42969762915732,1610.505451234186,1610.505451234186,1169.0272850020492,1.9650793334986112,0.19681634999711242,0.19681634999711267,0.255,0.255,1744,1862,-1
FHOC,literature_cutoff,SQT,4,8,50,P16,8022.222854192622,8032.623713047273,15712.482761566876,131.54157668317004,1613.6691451333938,1613.6691451333938,1176.5432167381587,1.996190992364572,0.20309778175318322,0.20309778175318344,0.256,0.256,1743,1867,1627
FHOC,literature_cutoff,SQT,5,9,50,P16,7177.336937655903,7190.08575775318,14435.364421580685,131.43203839735685,1609.0106001517015,1609.0106001517015,1163.456774405193,1.9950184693203827,0.20285926059783094,0.20285926059783094,0.263,0.263,1736,1868,1589
FHOC,literature_cutoff,SQT,6,10,50,P16,7104.292143411382,7111.537270346097,13253.102578072227,131.89493441133123,1590.6778527431482,1590.6778527431482,1151.1115583074793,2.0028559532636265,0.20445626755981397,0.20445626755981397,0.269,0.269,1730,1864,1601
FHOC,literature_cutoff,SQT,7,14,50,P16,7937.683831449102,7947.313382360593,15945.663813423365,133.34359838375795,1639.4930963178085,1639.4930963178085,1171.9485795131134,2.027400720285839,0.20949814885909984,0.20949814885910029,0.256,0.256,1743,1868,-1
FHOC,literature_cutoff,SQT,8,15,50,P16,7429.301856366187,7437.843117896734,14247.657941724989,131.24167740669574,1600.5171931160562,1600.5171931160562,1151.9146198297613,1.9921561608416796,0.20227758252698572,0.20227758252698594,0.264,0.264,1735,1864,-1
FHOC,literature_cutoff,SQT,9,16,50,P16,5161.4672746892375,5167.162731956594,11227.86565171997,130.62345731221953,1511.5521401326575,1511.5521401326575,1116.6541145696042,1.978005722626338,0.1994142017707717,0.19941420177077188,0.287,0.287,1712,1875,-1
FHOC,literature_cutoff,SQT,10,17,50,P16,6804.479885404592,6813.813231352558,13316.704766368144,134.21168583491743,1582.721893305615,1582.721893305615,1151.6832711751695,2.0375358749480807,0.21159798377678088,0.211597983776781,0.275,0.275,1724,1863,1546
FHOC,literature_cutoff,SQT,1,5,50,P17,3585.9795101716495,3589.2731566412185,6695.6393472366035,109.74290238018115,1264.1819685426874,1264.1819685426874,933.2019529484359,1.9038989671998428,0.1847518489961584,0.18475184899615857,0.303,0.303,1696,1888,1570
FHOC,literature_cutoff,SQT,2,8,50,P17,4874.843670215069,4881.175405503083,8629.217983220355,109.15436893204537,1346.4920708071963,1346.4920708071963,971.814924096035,1.8962308958783896,0.1832666468136473,0.18326664681364724,0.271,0.271,1728,1884,-1
FHOC,literature_cutoff,SQT,3,10,50,P17,3484.850647867108,3491.959507048723,6421.8068723144825,103.72410349470248,1249.5956211637574,1249.5956211637574,931.8557487608841,1.798503203274404,0.16486308726749704,0.16486308726749688,0.301,0.301,1698,1890,1562
FHOC,literature_cutoff,SQT,4,11,50,P17,2916.8014802614452,2922.6560263185593,4717.279048548371,107.40996006651703,1245.6835966835401,1245.6835966835401,916.0608352687461,1.8633860931462354,0.176972871158552,0.17697287115855193,0.322,0.322,1677,1901,-1
FHOC,literature_cutoff,SQT,5,12,50,P17,3965.2903321492813,3972.9574429003633,6771.78619049245,108.93221732598238,1251.1263540375,1251.1263540375,932.308969000264,1.8898691027125565,0.18203900231333145,0.18203900231333175,0.304,0.304,1695,1866,-1
FHOC,literature_cutoff,SQT,6,14,50,P17,4741.842511030516,4750.202801010028,7662.975518128369,103.4416005735111,1359.8221100928836,1359.8221100928836,959.3542355951485,1.792752656609998,0.16381050396443453,0.1638105039644343,0.275,0.275,1724,1889,1590
FHOC,literature_cutoff,SQT,7,17,50,P17,4363.373396323793,4368.132222489417,6873.20437490358,100.82430375109332,1281.1998702207825,1281.1998702207825,917.5611383335037,1.7487112430096576,0.15586090781999906,0.1558609078199992,0.293,0.293,1706,1869,-1
FHOC,literature_cutoff,SQT,8,18,50,P17,3995.8221409587104,4001.086064434339,7194.693034574215,107.11767765632365,1328.74987755262,1328.74987755262,949.4118727710968,1.85546511816058,0.17547149871104253,0.17547149871104273,0.301,0.301,1698,1879,1498
FHOC,literature_cutoff,SQT,9,19,50,P17,3536.78453693506,3539.9968847682185,6063.6841042864835,104.78368654431966,1264.9849948523272,1264.9849948523272,907.7249118862806,1.818202065460783,0.16849432980865733,0.16849432980865736,0.308,0.308,1691,1884,-1
FHOC,literature_cutoff,SQT,10,20,50,P17,3819.393228613486,3822.3154782530114,7389.87669796875,104.12408751526014,1267.3185352568046,1267.3185352568046,913.3952064842333,1.8082922283651401,0.1666626291114049,0.1666626291114051,0.3,0.3,1699,1879,-1
FHOC,literature_cutoff,SQT,1,5,50,P18,2129.4559025408457,2132.9157726355656,5591.680582005705,140.98986015958542,1282.8144918591454,1282.8144918591454,996.1697502776169,2.215454434328008,0.25016505354656643,0.25016505354656626,0.381,0.381,1618,1915,-1
FHOC,literature_cutoff,SQT,2,6,50,P18,2304.264863074688,2306.172810492736,4405.897111343977,140.28306171760426,1325.4587754873662,1325.4587754873662,1000.8457548208772,2.201257432733282,0.24696912768417534,0.2469691276841755,0.377,0.377,1622,1915,-1
FHOC,literature_cutoff,SQT,3,7,50,P18,2085.70963682279,2087.4387006789484,5416.3759248144925,142.7746559229027,1276.1899261061717,1276.1899261061717,994.5898344629531,2.246743174563215,0.25728108524191606,0.25728108524191606,0.385,0.385,1614,1916,-1
FHOC,literature_cutoff,SQT,4,8,50,P18,2199.2647180718213,2200.933343189296,5381.339290125237,142.7897876786431,1302.5371163942007,1302.5371163942007,999.9355427706872,2.241047743872557,0.25597833793660946,0.25597833793660996,0.383,0.383,1616,1915,-1
FHOC,literature_cutoff,SQT,5,9,50,P18,2632.3099221927473,2635.3649080118666,5623.793375447625,138.35511426655154,1343.6751625433046,1343.6751625433046,1020.3562085213747,2.1733490475714246,0.2407464873893791,0.24074648738937923,0.352,0.352,1647,1915,-1
FHOC,literature_cutoff,SQT,6,12,50,P18,2363.2666234381436,2365.6384536468,5092.803840729175,138.23832404008934,1310.872411716549,1310.872411716549,999.6314106753495,2.17514863071003,0.24114533973902744,0.24114533973902735,0.364,0.364,1635,1916,-1
FHOC,literature_cutoff,SQT,7,15,50,P18,2343.6542322144355,2344.5495082164575,4355.347652723314,136.63219707252384,1340.7871674284984,1340.7871674284984,992.7432105460906,2.142607616249075,0.23398406713601136,0.23398406713601122,0.376,0.376,1623,1920,-1
FHOC,literature_cutoff,SQT,8,16,50,P18,2486.6972481735215,2489.372643303373,6257.841133882233,139.35558680046864,1337.167714609132,1337.167714609132,1019.1168640831517,2.184429063032275,0.24320745827829068,0.2432074582782908,0.361,0.361,1638,1915,-1
FHOC,literature_cutoff,SQT,9,17,50,P18,2496.0161270296985,2497.6824850702524,5101.927785633947,139.84546664254773,1338.0147984619578,1338.0147984619578,1018.5939627002592,2.1963167909111174,0.2458617454657548,0.24586174546575537,0.358,0.358,1641,1922,-1
FHOC,literature_cutoff,SQT,10,24,50,P18,2616.794084213302,2621.1789114054973,5034.667053926212,138.27161166841947,1337.190467176173,1337.190467176173,1028.5395806297313,2.171176596920596,0.24026543399672276,0.24026543399672262,0.346,0.346,1653,1908,-1
FHOC,literature_cutoff,SQT,1,2,50,P19,2721.8162703399366,2723.7713140237397,4582.316645225976,123.3889323016294,1425.6828293032202,1425.6828293032202,1019.1155854373332,1.7673707552321993,0.15920486169470105,0.15920486169470113,0.39,0.39,1609,1867,1428
FHOC,literature_cutoff,SQT,2,4,50,P19,3292.4936715492126,3296.7836688109473,5088.9588490021415,127.55601313379803,1511.1961200576288,1511.1961200576288,1053.503208679583,1.8271084035300489,0.17014908859582692,0.17014908859582703,0.368,0.368,1631,1875,1453
FHOC,literature_cutoff,SQT,3,6,50,P19,3576.8847003652727,3580.6954888755863,4999.380838290905,126.81952287797603,1500.1063084647087,1500.1063084647087,1069.3824260717654,1.8181071375313616,0.1684767361642447,0.16847673616424452,0.35,0.35,1649,1870,1455
